web-scraper-job-id,web-scraper-order,web-scraper-start-url,data7,phone,data8,time-scraped
34964760,1760539347-1,https://kaitori-rudeya.com/category/detail/220,"205,000円",4549995649291,iPhone 17 Pro Max 256GB コズミックオレンジ MFY94J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-2,https://kaitori-rudeya.com/category/detail/220,"197,000円",4549995649284,iPhone 17 Pro Max 256GB シルバー MFY84J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-3,https://kaitori-rudeya.com/category/detail/220,"196,000円",4549995649307,iPhone 17 Pro Max 256GB ディープブルー MFYA4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-4,https://kaitori-rudeya.com/category/detail/220,"235,500円",4549995649321,iPhone 17 Pro Max 512GB コズミックオレンジ MFYD4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-5,https://kaitori-rudeya.com/category/detail/220,"231,000円",4549995649314,iPhone 17 Pro Max 512GB シルバー MFYC4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-6,https://kaitori-rudeya.com/category/detail/220,"231,000円",4549995649338,iPhone 17 Pro Max 512GB ディープブルー MFYE4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-7,https://kaitori-rudeya.com/category/detail/220,"270,000円",4549995649352,iPhone 17 Pro Max 1TB コズミックオレンジ MFYG4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-8,https://kaitori-rudeya.com/category/detail/220,"267,000円",4549995649345,iPhone 17 Pro Max 1TB シルバー MFYF4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-9,https://kaitori-rudeya.com/category/detail/220,"267,000円",4549995649369,iPhone 17 Pro Max 1TB ディープブルー MFYH4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-10,https://kaitori-rudeya.com/category/detail/220,"327,000円",4549995649383,iPhone 17 Pro Max 2TB コズミックオレンジ MFYK4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-11,https://kaitori-rudeya.com/category/detail/220,"326,000円",4549995649376,iPhone 17 Pro Max 2TB シルバー MFYJ4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34964760,1760539347-12,https://kaitori-rudeya.com/category/detail/220,"326,000円",4549995649390,iPhone 17 Pro Max 2TB ディープブルー MFYL4J/A 未開封 SIMフリー,2025-10-15 23:42:27
34965137,1760540262-1,https://kaitori-rudeya.com/category/detail/220,"205,000円",4549995649291,iPhone 17 Pro Max 256GB コズミックオレンジ MFY94J/A 未開封 SIMフリー,2025-10-15 23:57:42
34965137,1760540262-2,https://kaitori-rudeya.com/category/detail/220,"197,000円",4549995649284,iPhone 17 Pro Max 256GB シルバー MFY84J/A 未開封 SIMフリー,2025-10-15 23:57:42
