web-scraper-job-id,web-scraper-order,web-scraper-start-url,data7,phone,data8,time-scraped
34964779,1760539569-1,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649185,iPhone 17 256GB ラベンダー MG6A4J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-2,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649192,iPhone 17 256GB セージ MG6C4J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-3,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649154,iPhone 17 256GB ブラック MG674J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-4,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649161,iPhone 17 256GB ホワイト MG684J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-5,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649178,iPhone 17 256GB ミストブルー MG694J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-6,https://kaitori-rudeya.com/category/detail/218,"159,000円",4549995649239,iPhone 17 512GB ラベンダー MG6G4J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-7,https://kaitori-rudeya.com/category/detail/218,"159,000円",4549995649246,iPhone 17 512GB セージ MG6H4J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-8,https://kaitori-rudeya.com/category/detail/218,"159,000円",4549995649208,iPhone 17 512GB ブラック MG6D4J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-9,https://kaitori-rudeya.com/category/detail/218,"159,000円",4549995649215,iPhone 17 512GB ホワイト MG6E4J/A 未開封 SIMフリー,2025-10-15 23:46:09
34964779,1760539569-10,https://kaitori-rudeya.com/category/detail/218,"159,000円",4549995649222,iPhone 17 512GB ミストブルー MG6F4J/A 未開封 SIMフリー,2025-10-15 23:46:09
34965245,1760540468-1,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649185,iPhone 17 256GB ラベンダー MG6A4J/A 未開封 SIMフリー,2025-10-16 00:01:08
34965245,1760540468-2,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649192,iPhone 17 256GB セージ MG6C4J/A 未開封 SIMフリー,2025-10-16 00:01:08
34965245,1760540468-3,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649154,iPhone 17 256GB ブラック MG674J/A 未開封 SIMフリー,2025-10-16 00:01:08
34965245,1760540468-4,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649161,iPhone 17 256GB ホワイト MG684J/A 未開封 SIMフリー,2025-10-16 00:01:08
34965245,1760540468-5,https://kaitori-rudeya.com/category/detail/218,"128,000円",4549995649178,iPhone 17 256GB ミストブルー MG694J/A 未開封 SIMフリー,2025-10-16 00:01:08
34965245,1760540468-6,https://kaitori-rudeya.com/category/detail/218,"159,000円",4549995649239,iPhone 17 512GB ラベンダー MG6G4J/A 未開封 SIMフリー,2025-10-16 00:01:08
