web-scraper-job-id,web-scraper-order,web-scraper-start-url,data7,phone,data8,time-scraped
34964757,1760539320-1,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647525,iPhone Air 256GB ライトゴールド MG294J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-2,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647501,iPhone Air 256GB スペースブラック MG274J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-3,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647518,iPhone Air 256GB クラウドホワイト MG284J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-4,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647532,iPhone Air 256GB スカイブルー MG2A4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-5,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647563,iPhone Air 512GB ライトゴールド MG2E4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-6,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647549,iPhone Air 512GB スペースブラック MG2C4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-7,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647556,iPhone Air 512GB クラウドホワイト MG2D4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-8,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647570,iPhone Air 512GB スカイブルー MG2F4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-9,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647600,iPhone Air 1TB ライトゴールド MG2J4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-10,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647587,iPhone Air 1TB スペースブラック MG2G4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-11,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647594,iPhone Air 1TB クラウドホワイト MG2H4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34964757,1760539320-12,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647617,iPhone Air 1TB スカイブルー MG2K4J/A 未開封 SIMフリー,2025-10-15 23:42:00
34965132,1760540235-1,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647525,iPhone Air 256GB ライトゴールド MG294J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-2,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647501,iPhone Air 256GB スペースブラック MG274J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-3,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647518,iPhone Air 256GB クラウドホワイト MG284J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-4,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647532,iPhone Air 256GB スカイブルー MG2A4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-5,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647563,iPhone Air 512GB ライトゴールド MG2E4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-6,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647549,iPhone Air 512GB スペースブラック MG2C4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-7,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647556,iPhone Air 512GB クラウドホワイト MG2D4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-8,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647570,iPhone Air 512GB スカイブルー MG2F4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-9,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647600,iPhone Air 1TB ライトゴールド MG2J4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-10,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647587,iPhone Air 1TB スペースブラック MG2G4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-11,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647594,iPhone Air 1TB クラウドホワイト MG2H4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965132,1760540235-12,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647617,iPhone Air 1TB スカイブルー MG2K4J/A 未開封 SIMフリー,2025-10-15 23:57:15
34965441,1760541331-1,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647525,iPhone Air 256GB ライトゴールド MG294J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-2,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647501,iPhone Air 256GB スペースブラック MG274J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-3,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647518,iPhone Air 256GB クラウドホワイト MG284J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-4,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647532,iPhone Air 256GB スカイブルー MG2A4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-5,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647563,iPhone Air 512GB ライトゴールド MG2E4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-6,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647549,iPhone Air 512GB スペースブラック MG2C4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-7,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647556,iPhone Air 512GB クラウドホワイト MG2D4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-8,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647570,iPhone Air 512GB スカイブルー MG2F4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-9,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647600,iPhone Air 1TB ライトゴールド MG2J4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-10,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647587,iPhone Air 1TB スペースブラック MG2G4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-11,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647594,iPhone Air 1TB クラウドホワイト MG2H4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34965441,1760541331-12,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647617,iPhone Air 1TB スカイブルー MG2K4J/A 未開封 SIMフリー,2025-10-16 00:15:31
34966557,1760542166-1,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647525,iPhone Air 256GB ライトゴールド MG294J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-2,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647501,iPhone Air 256GB スペースブラック MG274J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-3,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647518,iPhone Air 256GB クラウドホワイト MG284J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-4,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647532,iPhone Air 256GB スカイブルー MG2A4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-5,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647563,iPhone Air 512GB ライトゴールド MG2E4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-6,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647549,iPhone Air 512GB スペースブラック MG2C4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-7,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647556,iPhone Air 512GB クラウドホワイト MG2D4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-8,https://kaitori-rudeya.com/category/detail/221,"156,000円",4549995647570,iPhone Air 512GB スカイブルー MG2F4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-9,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647600,iPhone Air 1TB ライトゴールド MG2J4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-10,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647587,iPhone Air 1TB スペースブラック MG2G4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-11,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647594,iPhone Air 1TB クラウドホワイト MG2H4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966557,1760542166-12,https://kaitori-rudeya.com/category/detail/221,"184,000円",4549995647617,iPhone Air 1TB スカイブルー MG2K4J/A 未開封 SIMフリー,2025-10-16 00:29:26
34966841,1760543089-1,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647525,iPhone Air 256GB ライトゴールド MG294J/A 未開封 SIMフリー,2025-10-16 00:44:49
34966841,1760543089-2,https://kaitori-rudeya.com/category/detail/221,"127,000円",4549995647501,iPhone Air 256GB スペースブラック MG274J/A 未開封 SIMフリー,2025-10-16 00:44:49
